Código OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Visada de Heliponto;TIPO_USO;id;categoria;parent_id;name;Label
;AC0015;HUERB - Hospital de Urgência e Emergência de Rio Branco;RIO BRANCO;Acre;Elevado;-9.9644444;-67.814444;"09°57'52.0""S";"067°48'52.0""W";180,0;VFR;Sem Operação;8 23;Quadrado;21 m;6,00;Concreto;25/02/2031;PA2021-4111;https://pergamum.anac.gov.br/arquivos/PA2021-4111.pdf;;;;;;;Privado;62;3;4;Helipontos;
;AC0016;MNTB;CRUZEIRO DO SUL;Acre;No solo;-7.5822222;-72.731111;"07°34'56.0""S";"072°43'52.0""W";218,0;VFR;;;Quadrado;;4,00;Concreto;04/01/2032;PA2021-6767;https://pergamum.anac.gov.br/arquivos/PA2021-6767.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDVC;AL0014;Valda Costa;MARAGOGI;Alagoas;No solo;-8.9177778;-35.164167;"08°55'04.0""S";"035°09'51.0""W";11,0;VFR;VFR;15;Quadrado;20 m;3,00;Concreto;07/11/2024;PA2014-2628;https://pergamum.anac.gov.br/arquivos/PA2014-2628.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIDD;AL0015;Fazenda São Braz;BARRA DE SANTO ANTÔNIO;Alagoas;No solo;-9.3794444;-35.508056;"09°22'46.5""S";"035°30'29.8""W";6,0;VFR;;;Circular;26 m;3,00;Concreto;02/10/2025;PA2015-2604;https://pergamum.anac.gov.br/arquivos/PA2015-2604.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEZ;AL0016;República dos Palmares;MACEIÓ;Alagoas;Elevado;-9.6597222;-35.740556;"09°39'35.0""S";"035°44'26.0""W";21,0;VFR;VFR;12 30;Quadrado;20 m;4,00;Concreto;17/06/2031;PA2021-5134;https://pergamum.anac.gov.br/arquivos/PA2021-5134.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJSG;AL0017;Usina Serra Grande;SÃO JOSÉ DA LAJE;Alagoas;No solo;-8.9780556;-36.070278;"08°58'41.0""S";"036°04'13.0""W";358,0;VFR;VFR;15 30;Quadrado;19,5 m;3,00;Paralelepípedo;22/10/2030;PA2020-2662;https://pergamum.anac.gov.br/arquivos/PA2020-2662.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNLX;AL0018;Condomínio Laguna;MARECHAL DEODORO;Alagoas;No solo;-9.7030556;-35.800556;"09°42'11.5""S";"035°48'02.5""W";4,0;VFR;VFR;5;Quadrado;19,5 m;3,00;Asfalto;16/12/2025;PA2015-3324;https://pergamum.anac.gov.br/arquivos/PA2015-3324.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWQR;AL0019;Reserva do Toque;SÃO MIGUEL DOS MILAGRES;Alagoas;No solo;-9.255;-35.371111;"09°15'18.0""S";"035°22'16.0""W";28,0;VFR;VFR;34;Quadrado;21 m;4,00;Concreto;25/04/2026;PA2016-0995;https://pergamum.anac.gov.br/arquivos/PA2016-0995.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSEO;AL0020;MS Maragogi;MARAGOGI;Alagoas;No solo;-9.0230556;-35.225;"09°01'23.0""S";"035°13'30.0""W";9,0;VFR;VFR;31;Quadrado;21 m;7,00;Concreto;12/12/2028;PA2018-3720;https://pergamum.anac.gov.br/arquivos/PA2018-3720.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYP;AL0021;Empresarial Delman;MACEIÓ;Alagoas;Elevado;-9.6738889;-35.718611;"09°40'26.0""S";"035°43'07.0""W";37,0;VFR;VFR;19;Quadrado;19,5 m;4,00;Concreto;03/02/2031;PA2019-2117;https://pergamum.anac.gov.br/arquivos/PA2019-2117.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDEH;AM0056;Hospital Zona Norte;MANAUS;Amazonas;Elevado;-2.9980556;-60.03;"02°59'53.0""S";"060°01'48.0""W";110,0;VFR;VFR;27;Quadrado;20,52 m;5,00;Concreto;17/05/2026;PA2016-1204;https://pergamum.anac.gov.br/arquivos/PA2016-1204.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIAM;AM0057;Francisca Mendes;MANAUS;Amazonas;Elevado;-3.0325;-59.964167;"03°01'57.0""S";"059°57'51.0""W";113,0;VFR;VFR;32;Quadrado;18,24 m;3,00;Concreto;14/08/2024;PA2014-1898;https://pergamum.anac.gov.br/arquivos/PA2014-1898.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJGA;AM0059;Hospital Universitário Getúlio Vargas;MANAUS;Amazonas;Elevado;-3.1161111;-60.019167;"03°06'58.0""S";"060°01'09.0""W";122,0;VFR;VFR;11;Quadrado;19,5 m;3,00;Concreto;16/11/2026;PA2016-2892;https://pergamum.anac.gov.br/arquivos/PA2016-2892.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJQY;AM0060;Terminal do Solimões;COARI;Amazonas;No solo;-3.9441667;-63.163611;"03°56'39.0""S";"063°09'49.0""W";34,0;VFR;;18 36;Quadrado;33 m;10,00;Concreto;19/12/2022;PA2012-2776;https://pergamum.anac.gov.br/arquivos/PA2012-2776.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJRA;AM0061;P.E. Anori;ANORI;Amazonas;No solo;-3.7105556;-61.6625;"03°42'38.5""S";"061°39'45.5""W";29,0;VFR;;4;Quadrado;19,5 m;12,00;Concreto;26/01/2027;PA2017-0200;https://pergamum.anac.gov.br/arquivos/PA2017-0200.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNHZ;AM0062;Palácio do Governo do Estado do Amazonas;MANAUS;Amazonas;Elevado;-3.0925;-60.06;"03°05'33.0""S";"060°03'36.0""W";65,0;VFR;VFR;10 33;Quadrado;18 m;3,00;Concreto;26/01/2025;PA2015-0169;https://pergamum.anac.gov.br/arquivos/PA2015-0169.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJUF;AP0012;Silvestre;PEDRA BRANCA DO AMAPARI;Amapá;No solo;0.856111111;-51.89;"00°51'22.0""N";"051°53'24.0""W";136,0;VFR;;1;Quadrado;29 m;9,00;Concreto;16/01/2023;PA2016-3861;https://pergamum.anac.gov.br/arquivos/PA2016-3861.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDCS;BA0189;Veracel;EUNÁPOLIS;Bahia;No solo;-16.091944;-39.412778;"16°05'31.0""S";"039°24'46.0""W";146,0;VFR;Sem Operação;9 27;Quadrado;30 m;15,00;Concreto;28/01/2031;PA2021-3961;https://pergamum.anac.gov.br/arquivos/PA2021-3961.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDUO;BA0190;Parque Logístico do Sudoeste;VITÓRIA DA CONQUISTA;Bahia;No solo;-14.911667;-40.87;"14°54'42.2""S";"040°52'12.3""W";866,0;VFR;;15;Quadrado;20 m;3,00;Concreto;09/03/2026;PA2016-0517;https://pergamum.anac.gov.br/arquivos/PA2016-0517.pdf;;;;;;;Privado;62;3;4;Helipontos;
SICX;BA0192;Edifício Salvador Trade Center;SALVADOR;Bahia;Elevado;-12.983889;-38.453611;"12°59'02.0""S";"038°27'13.0""W";106,0;VFR;VFR;22 31;Quadrado;19,5 m;3,00;Concreto;20/07/2022;PA2012-1458;https://pergamum.anac.gov.br/arquivos/PA2012-1458.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIEI;BA0193;Helicia;SIMÕES FILHO;Bahia;No solo;-12.839167;-38.426389;"12°50'21.0""S";"038°25'35.0""W";91,0;VFR;VFR;35;Quadrado;24 m;5,00;Concreto;26/07/2022;PA2012-1501;https://pergamum.anac.gov.br/arquivos/PA2012-1501.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIIL;BA0194;Civil Towers;SALVADOR;Bahia;Elevado;-12.989167;-38.448333;"12°59'21.0""S";"038°26'54.0""W";102,0;VFR;VFR;4 19;Quadrado;14 m;4,00;Concreto;09/10/2025;PA2015-2926;https://pergamum.anac.gov.br/arquivos/PA2015-2926.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIUK;BA0195;Cruz;LAURO DE FREITAS;Bahia;No solo;-12.857222;-38.316944;"12°51'26.0""S";"038°19'01.0""W";23,0;VFR;;5;Quadrado;21 m;5,70;Grama;18/11/2025;PA2015-3050;https://pergamum.anac.gov.br/arquivos/PA2015-3050.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIXN;BA0197;Txai Resort Itacaré;ITACARÉ;Bahia;No solo;-14.377778;-39.011111;"14°22'40.0""S";"039°00'40.0""W";10,0;VFR;VFR;27;Quadrado;21,5 m;4,30;Concreto;22/05/2025;PA2015-1224;https://pergamum.anac.gov.br/arquivos/PA2015-1224.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYC;BA0199;Cesaroni;LAURO DE FREITAS;Bahia;No solo;-12.859167;-38.317222;"12°51'33.3""S";"038°19'02.2""W";25,0;VFR;VFR;6;Quadrado;21 m;4,00;Grama;23/06/2026;PA2016-1568;https://pergamum.anac.gov.br/arquivos/PA2016-1568.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYY;BA0200;SLDM;SANTALUZ;Bahia;No solo;-11.001944;-39.294444;"11°00'07.9""S";"039°17'40.6""W";271,0;VFR;;34;Quadrado;20 m;2,60;Concreto;06/05/2025;PA2021-6074;https://pergamum.anac.gov.br/arquivos/PA2021-6074.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBD;BA0201;Mundo Plaza;SALVADOR;Bahia;Elevado;-12.979444;-38.461111;"12°58'46.78""S";"038°27'40.73""W";147,0;VFR;VFR;7 28;Quadrado;21 m;4,30;Concreto;29/12/2030;PA2020-3770;https://pergamum.anac.gov.br/arquivos/PA2020-3770.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJFE;BA0202;Condomínio Jacumã Ocean Resort;PORTO SEGURO;Bahia;No solo;-16.705556;-39.109167;"16°42'20.0""S";"039°06'33.0""W";4,0;VFR;VFR;28;Quadrado;21 m;4,00;Concreto;26/03/2031;PA2021-4584;https://pergamum.anac.gov.br/arquivos/PA2021-4584.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJJA;BA0205;André Sampaio;PALMEIRAS;Bahia;No solo;-12.651944;-41.490556;"12°39'07.0""S";"041°29'26.0""W";953,0;VFR;;17;Quadrado;21 m;4,00;Grama;25/01/2027;PA2017-0188;https://pergamum.anac.gov.br/arquivos/PA2017-0188.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJKH;BA0207;Fazenda Angical;NORDESTINA;Bahia;No solo;-10.903889;-39.420278;"10°54'14.0""S";"039°25'13.0""W";289,0;VFR;;19;Quadrado;21 m;4,00;Concreto;08/05/2027;PA2017-1399;https://pergamum.anac.gov.br/arquivos/PA2017-1399.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJNY;BA0208;Iberostar Praia do Forte;MATA DE SÃO JOÃO;Bahia;No solo;-12.549722;-37.990833;"12°32'59.0""S";"037°59'27.0""W";8,0;VFR;VFR;3 24;Quadrado;21 m;4,25;Concreto;28/11/2022;PA2018-1873;https://pergamum.anac.gov.br/arquivos/PA2018-1873.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJOB;BA0209;Hospital da Bahia;SALVADOR;Bahia;Elevado;-12.9875;-38.450833;"12°59'15.0""S";"038°27'03.0""W";32,0;VFR;VFR;27;Quadrado;21 m;4,00;Concreto;08/05/2027;PA2017-1342;https://pergamum.anac.gov.br/arquivos/PA2017-1342.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJOC;BA0210;CEO;SALVADOR;Bahia;Elevado;-12.979444;-38.452222;"12°58'46.0""S";"038°27'08.0""W";139,0;VFR;VFR;24;Quadrado;21 m;4,30;Concreto;19/05/2024;PA2014-1160;https://pergamum.anac.gov.br/arquivos/PA2014-1160.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJVT;BA0211;Alto do Rio Verde Trancoso;PORTO SEGURO;Bahia;No solo;-16.6;-39.096944;"16°36'00.0""S";"039°05'49.0""W";36,0;VFR;VFR;30;Quadrado;21 m;6,00;Grama;08/02/2027;PA2017-0317;https://pergamum.anac.gov.br/arquivos/PA2017-0317.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNDN;BA0212;Cemaden - CIGE ;SALVADOR;Bahia;Elevado;-12.943889;-38.425556;"12°56'38.0""S";"038°25'32.0""W";78,0;VFR;VFR;1;Quadrado;19,54 m;3,59;Concreto;29/03/2027;PA2017-0911;https://pergamum.anac.gov.br/arquivos/PA2017-0911.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNEM;BA0213;Enseada;SALVADOR;Bahia;No solo;-12.795556;-38.643611;"12°47'44.0""S";"038°38'37.0""W";13,0;VFR;VFR;11;Quadrado;21 m;4,00;Concreto;16/08/2026;PA2016-2101;https://pergamum.anac.gov.br/arquivos/PA2016-2101.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNQA;BA0214;Lojas Guaibim;VALENÇA;Bahia;No solo;-13.363333;-39.062222;"13°21'48.0""S";"039°03'44.0""W";7,0;VFR;VFR;28;Quadrado;21 m;4,00;Concreto;21/09/2027;PA2017-2903;https://pergamum.anac.gov.br/arquivos/PA2017-2903.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNSN;BA0215;Henrimar Táxi Aéreo;SALVADOR;Bahia;No solo;-12.87;-38.365833;"12°52'12.0""S";"038°21'57.0""W";51,0;VFR;VFR;29;Quadrado;19,5 m;10,00;Concreto;21/12/2031;PA2021-6679;https://pergamum.anac.gov.br/arquivos/PA2021-6679.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSDB;BA0216;Fazenda Baviera;ITAGIBÁ;Bahia;No solo;-14.121111;-39.829167;"14°07'16.3""S";"039°49'45.6""W";164,0;VFR;VFR;9 24;Quadrado;20 m;3,00;Concreto;09/03/2026;PA2016-0510;https://pergamum.anac.gov.br/arquivos/PA2016-0510.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSEY;BA0217;Fazenda Umburanas;IBICUÍ;Bahia;No solo;-14.53;-39.863056;"14°31'48.0""S";"039°51'47.0""W";184,0;VFR;;17;Quadrado;20 m;3,00;Concreto;07/04/2024;PA2017-0682;https://pergamum.anac.gov.br/arquivos/PA2017-0682.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSIB;BA0218;Ages Bonfim;SENHOR DO BONFIM;Bahia;No solo;-10.516944;-40.145833;"10°31'01.3""S";"040°08'45.9""W";503,0;VFR;VFR;34;Quadrado;21 m;4,00;Concreto;01/03/2026;PA2016-0439;https://pergamum.anac.gov.br/arquivos/PA2016-0439.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSIW;BA0219;Itamar Musse ;LAURO DE FREITAS;Bahia;No solo;-12.874722;-38.316667;"12°52'29.0""S";"038°19'00.0""W";16,0;VFR;VFR;12;Quadrado;20,6 m;4,30;Grama;21/09/2027;PA2017-3042;https://pergamum.anac.gov.br/arquivos/PA2017-3042.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSMD;BA0220;Maremanga;SALVADOR;Bahia;No solo;-12.763333;-38.643889;"12°45'48.0""S";"038°38'38.0""W";3,0;VFR;VFR;13 31;Quadrado;21 m;4,50;Concreto;23/02/2026;PA2016-0359;https://pergamum.anac.gov.br/arquivos/PA2016-0359.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSQF;BA0221;Frysk ;CONDE;Bahia;No solo;-11.827778;-37.636111;"11°49'40.0""S";"037°38'10.0""W";33,0;VFR;VFR;1 16;Quadrado;19,5 m;6,00;Concreto;06/02/2025;PA2015-0284;https://pergamum.anac.gov.br/arquivos/PA2015-0284.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSRI;BA0222;Ilhota dos Coqueiros;SALVADOR;Bahia;No solo;-12.766389;-38.65;"12°45'59.0""S";"038°39'00.0""W";4,0;VFR;VFR;;Circular;28 m;4,50;Concreto;01/03/2026;PA2016-0437;https://pergamum.anac.gov.br/arquivos/PA2016-0437.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSSO;BA0223;Porto Seco;FEIRA DE SANTANA;Bahia;No solo;-12.336389;-38.843333;"12°20'11.0""S";"038°50'36.0""W";221,0;VFR;;7;Quadrado;20 m;3,00;Concreto;26/01/2027;PA2017-0189;https://pergamum.anac.gov.br/arquivos/PA2017-0189.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSWW;BA0224;VR Aviation;SALVADOR;Bahia;No solo;-12.981667;-38.468889;"12°58'54.0""S";"038°28'08.0""W";40,0;VFR;VFR;20;Quadrado;21 m;7,00;Concreto;17/01/2028;PA2018-0020;https://pergamum.anac.gov.br/arquivos/PA2018-0020.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSZI;BA0225;Cidadelle;ILHÉUS;Bahia;No solo;-14.786667;-39.245556;"14°47'12.0""S";"039°14'44.0""W";43,0;VFR;VFR;33;Quadrado;21 m;4,50;Concreto;16/09/2024;PA2014-2172;https://pergamum.anac.gov.br/arquivos/PA2014-2172.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSZZ;BA0226;SESC;ITAPARICA;Bahia;No solo;-12.883333;-38.680278;"12°53'00.0""S";"038°40'49.0""W";8,0;VFR;;8;Quadrado;20 m;3,00;Concreto;13/09/2022;PA2012-1812;https://pergamum.anac.gov.br/arquivos/PA2012-1812.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWAT;BA0227;Tauana;PRADO;Bahia;No solo;-16.9575;-39.161111;"16°57'27.0""S";"039°09'40.0""W";7,0;VFR;VFR;31;Quadrado;30 m;10,00;Concreto;23/07/2023;PA2016-2432;https://pergamum.anac.gov.br/arquivos/PA2016-2432.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWDA;BA0228;Centro Administrativo da Bahia - CAB;SALVADOR;Bahia;No solo;-12.9475;-38.431944;"12°56'51.0""S";"038°25'55.0""W";62,0;VFR;VFR;34;Quadrado;27 m;10,00;Concreto;23/08/2026;PA2016-2148;https://pergamum.anac.gov.br/arquivos/PA2016-2148.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWDL;BA0229;Del Rey;SALVADOR;Bahia;No solo;-12.992778;-38.44;"12°59'34.0""S";"038°26'24.0""W";8,0;VFR;VFR;35;Quadrado;21 m;4,50;Concreto;01/07/2023;PA2013-1660;https://pergamum.anac.gov.br/arquivos/PA2013-1660.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWGK;BA0230;André Guimarães;LAURO DE FREITAS;Bahia;Elevado;-12.875278;-38.308611;"12°52'31.0""S";"038°18'31.0""W";60,0;VFR;VFR;30;Quadrado;14 m;4,50;Concreto;06/05/2025;PA2015-1049;https://pergamum.anac.gov.br/arquivos/PA2015-1049.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWKY;BA0231;Maravilha;CAMAÇARI;Bahia;No solo;-12.811667;-38.249444;"12°48'42.0""S";"038°14'58.0""W";11,0;VFR;VFR;11;Quadrado;21 m;7,00;Concreto;22/11/2028;PA2018-3461;https://pergamum.anac.gov.br/arquivos/PA2018-3461.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWLT;BA0232;Loreto;SALVADOR;Bahia;No solo;-12.759722;-38.620556;"12°45'35.0""S";"038°37'14.0""W";14,0;VFR;VFR;13;Quadrado;21 m;4,00;Concreto;16/08/2026;PA2016-2102;https://pergamum.anac.gov.br/arquivos/PA2016-2102.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWOD;BA0234;Ondina;SALVADOR;Bahia;No solo;-13.009167;-38.503889;"13°00'33.0""S";"038°30'14.0""W";54,0;VFR;VFR;17 35;Quadrado;21 m;10,00;Concreto;26/07/2026;PA2016-1894;https://pergamum.anac.gov.br/arquivos/PA2016-1894.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWRR;BA0235;RR76 Clube Espanhol;SALVADOR;Bahia;Elevado;-13.009444;-38.520278;"13°00'34.0""S";"038°31'13.0""W";30,0;VFR;VFR;7;Quadrado;21 m;3,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
SWVA;BA0236;Hospital Municipal de Salvador;SALVADOR;Bahia;Elevado;-12.8975;-38.389444;"12°53'51.0""S";"038°23'22.0""W";82,0;VFR;VFR;24;Quadrado;16 m;5,30;Concreto;08/05/2028;PA2018-1373;https://pergamum.anac.gov.br/arquivos/PA2018-1373.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWVE;BA0237;Tree Bies Resort;ENTRE RIOS;Bahia;No solo;-12.239722;-37.775556;"12°14'23.0""S";"037°46'32.0""W";4,0;VFR;VFR;3;Quadrado;21 m;5,70;Concreto;01/03/2026;PA2016-0438;https://pergamum.anac.gov.br/arquivos/PA2016-0438.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWVP;BA0238;Ages;PARIPIRANGA;Bahia;No solo;-10.694167;-37.844722;"10°41'39.0""S";"037°50'41.0""W";322,0;VFR;VFR;29;Quadrado;21 m;4,00;Concreto;09/03/2026;PA2016-0516;https://pergamum.anac.gov.br/arquivos/PA2016-0516.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWYZ;BA0239;Bahiamido;LAJE;Bahia;No solo;-13.108889;-39.284167;"13°06'32.0""S";"039°17'03.0""W";203,0;VFR;VFR;4;Quadrado;21 m;4,50;Concreto;16/09/2024;PA2014-2171;https://pergamum.anac.gov.br/arquivos/PA2014-2171.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWZW;BA0240;Grupo Petrópolis Alagoinhas;ALAGOINHAS;Bahia;No solo;-12.163611;-38.448889;"12°09'49.0""S";"038°26'56.0""W";169,0;VFR;VFR;11;Quadrado;21 m;7,00;Concreto;30/11/2028;PA2018-3591;https://pergamum.anac.gov.br/arquivos/PA2018-3591.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0244;Refúgio das Garças;CANDEIAS;Bahia;No solo;-12.743333;-38.513333;"12°44'36.6""S";"038°30'48.1""W";1,0;VFR;VFR;7;Quadrado;;7,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
SSOR;BA0246;Ages Jacobina;JACOBINA;Bahia;No solo;-11.156667;-40.574444;"11°09'24.1""S";"040°34'28.9""W";566,0;VFR;VFR;13;Quadrado;21 m;4,00;Concreto;01/04/2029;PA2019-0924;https://pergamum.anac.gov.br/arquivos/PA2019-0924.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSFP;BA0261;Fazenda Porto Rancho;SANTA CRUZ CABRÁLIA;Bahia;No solo;-16.373611;-39.320278;"16°22'25.0""S";"039°19'13.0""W";114,0;VFR;VFR;2;Quadrado;21 m;5,00;Concreto;03/07/2029;PA2019-1929;https://pergamum.anac.gov.br/arquivos/PA2019-1929.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNOD;BA0262;Mucugê Village Resort Hotel;PORTO SEGURO;Bahia;No solo;-16.5;-39.071944;"16°30'00.0""S";"039°04'19.0""W";20,0;VFR;VFR;32;Quadrado;20 m;4,00;Grama;17/07/2029;PA2019-2054;https://pergamum.anac.gov.br/arquivos/PA2019-2054.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0264;Yamana Gold;JACOBINA;Bahia;No solo;-11.26;-40.518333;"11°15'36.0""S";"040°31'06.0""W";;VFR;;;Quadrado;;,00;Não definido;03/10/2029;PA2019-2936;https://pergamum.anac.gov.br/arquivos/PA2019-2936.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSDE;BA0316;Cardio Pulmonar;SALVADOR;Bahia;Elevado;-13.006111;-38.500278;"13°00'22.0""S";"038°30'01.0""W";57,6;VFR;VFR;6;Quadrado;;2,60;Concreto;17/06/2030;PA2020-1476;https://pergamum.anac.gov.br/arquivos/PA2020-1476.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSNW;BA0345;FBDM;BARROCAS;Bahia;No solo;-11.451667;-39.081111;"11°27'06.0""S";"039°04'52.0""W";362,0;VFR;;10 25;Quadrado;20 m;3,50;Concreto;08/11/2029;PA2019-3352;https://pergamum.anac.gov.br/arquivos/PA2019-3352.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0348;Barracuda;ITACARÉ;Bahia;No solo;-14.28;-38.984722;"14°16'48.0""S";"038°59'05.0""W";31,0;VFR;Sem Operação;11;Quadrado;;2,00;Concreto;09/04/2031;PA2021-4666;https://pergamum.anac.gov.br/arquivos/PA2021-4666.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0349;Campo Bahia Resort;SANTA CRUZ CABRÁLIA;Bahia;No solo;-16.241667;-39.009167;"16°14'30.0""S";"039°00'33.0""W";3,0;VFR;VFR;33 33;Quadrado;;3,00;Grama;;;;;;;;;;Privado;62;3;4;Helipontos;
SDAQ;BA0355;Fazenda da Vida;CABACEIRAS DO PARAGUAÇU;Bahia;No solo;-12.512222;-39.1;"12°30'44.0""S";"039°06'00.0""W";128,0;VFR;VFR;15;Quadrado;;7,00;Concreto;14/09/2030;PA2020-2093;https://pergamum.anac.gov.br/arquivos/PA2020-2093.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0370;Heliponto Trama;PORTO SEGURO;Bahia;No solo;-16.601944;-39.121111;"16°36'07.0""S";"039°07'16.0""W";;VFR;Sem Operação;16;Quadrado;;4,00;Grama;;;;;;;;;;Privado;62;3;4;Helipontos;
;BA0375;Dolce Vita Praia Morro de São Paulo BA;CAIRU;Bahia;No solo;-13.412222;-38.914167;"13°24'44.0""S";"038°54'51.0""W";8,0;VFR;Sem Operação;5;Quadrado;;4,30;Grama;20/08/2031;PA2021-5648;https://pergamum.anac.gov.br/arquivos/PA2021-5648.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0379;DAL AMARGOSA;AMARGOSA;Bahia;No solo;-13.041667;-39.595833;"13°02'30.0""S";"039°35'45.0""W";;VFR;Sem Operação;;Quadrado;;7,00;Concreto;15/06/2031;PA2021-5051;https://pergamum.anac.gov.br/arquivos/PA2021-5051.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0380;HELIPONTO ILHA PARAÍSO;SANTA CRUZ CABRÁLIA;Bahia;No solo;-16.277778;-39.025;"16°16'40.0""S";"039°01'30.0""W";;VFR;VFR;27;Quadrado;;7,00;Concreto;13/09/2031;PA2021-5802;https://pergamum.anac.gov.br/arquivos/PA2021-5802.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0382;HELIPONTO BAHIA BLUE;PORTO SEGURO;Bahia;No solo;-16.499167;-39.071667;"16°29'57.0""S";"039°04'18.0""W";25,0;VFR;VFR;28;Quadrado;;7,00;Grama;01/06/2031;PA2021-5085;https://pergamum.anac.gov.br/arquivos/PA2021-5085.pdf;;;;;;;Privado;62;3;4;Helipontos;
;BA0406;TIVOLI ECORESORT PRAIA DO FORTE;MATA DE SÃO JOÃO;Bahia;No solo;-12.578611;-38.013333;"12°34'43.0""S";"038°00'48.0""W";5,0;VFR;VFR;;Quadrado;;7,00;Grama;07/06/2032;PA2022-8154;https://pergamum.anac.gov.br/arquivos/PA2022-8154.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDBQ;CE0026;Hospital São Mateus;FORTALEZA;Ceará;Elevado;-3.7416667;-38.48;"03°44'30.0""S";"038°28'48.0""W";126,0;VFR;VFR;13 31;Quadrado;18 m;3,00;Concreto;03/12/2030;PA2020-3282;https://pergamum.anac.gov.br/arquivos/PA2020-3282.pdf;;;;;;;Privado;62;3;4;Helipontos;
