Código OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Visada de Heliponto;TIPO_USO;id;categoria;parent_id;name;Label
;GO0245;Proeng Air;ANÁPOLIS;Goiás;Elevado;-16.331389;-48.952778;"16°19'53.0""S";"048°57'10.0""W";1041,0;VFR;VFR;5 23;Quadrado;;3,00;Concreto;10/01/2032;PA2022-6898;https://pergamum.anac.gov.br/arquivos/PA2022-6898.pdf;;;;;;;Privado;62;3;4;Helipontos;
;GO0256;Hugo 2;GOIÂNIA;Goiás;No solo;-16.648333;-49.336667;"16°38'54.0""S";"049°20'12.0""W";785,0;VFR;VFR;26;Quadrado;;3,00;Concreto;29/11/2031;PA2021-6407;https://pergamum.anac.gov.br/arquivos/PA2021-6407.pdf;;;;;;;Privado;62;3;4;Helipontos;
SBQA;GO0271;FAZENDA FLORESTA;NAZÁRIO;Goiás;No solo;-16.536111;-49.838333;"16°32'10.0""S";"049°50'18.0""W";693,0;VFR;Sem Operação;9 27;Quadrado;;6,00;Asfalto;28/09/2030;PA2020-2242;https://pergamum.anac.gov.br/arquivos/PA2020-2242.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWBU;GO0286;Ouro Branco;INDIARA;Goiás;No solo;-17.125278;-49.965278;"17°07'31.0""S";"049°57'55.8""W";;VFR;VFR;14;Quadrado;;6,00;Concreto;22/07/2030;PA2020-1692;https://pergamum.anac.gov.br/arquivos/PA2020-1692.pdf;;;;;;;Privado;62;3;4;Helipontos;
;GO0291;Fazenda Garrote I;BRITÂNIA;Goiás;No solo;-15.330833;-51.164167;"15°19'51.0""S";"051°09'51.0""W";;IFR / VFR;;9;Quadrado;;4,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
;GO0293;São Salvador Alimentos Nova Veneza;NOVA VENEZA;Goiás;No solo;-16.378056;-49.295556;"16°22'41.0""S";"049°17'44.0""W";833,0;VFR;VFR;24;Quadrado;;4,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
;GO0294;São Salvador Alimentos Itaberaí;ITABERAÍ;Goiás;No solo;-16.0075;-49.798889;"16°00'27.0""S";"049°47'56.0""W";;IFR / VFR;;;Quadrado;;4,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
;GO0297;DFA;ANÁPOLIS;Goiás;No solo;-16.3975;-48.9275;"16°23'51.0""S";"048°55'39.0""W";;VFR;VFR;16 34;Quadrado;;15,00;Concreto;18/02/2032;PA2022-7239;https://pergamum.anac.gov.br/arquivos/PA2022-7239.pdf;;;;;;;Privado;62;3;4;Helipontos;
;GO0301;HDG;GOIÂNIA;Goiás;No solo;-16.734167;-49.155278;"16°44'03.0""S";"049°09'19.0""W";690,0;VFR;VFR;26;Quadrado;;4,00;Concreto;15/04/2031;PA2021-4716;https://pergamum.anac.gov.br/arquivos/PA2021-4716.pdf;;;;;;;Privado;62;3;4;Helipontos;
;GO0334;GOIS CONSTRUTORA;VALPARAÍSO DE GOIÁS;Goiás;No solo;-16.068611;-47.961667;"16°04'07.0""S";"047°57'42.0""W";;VFR;VFR;13;Quadrado;;5,00;Asfalto;08/02/2032;PA2022-7117;https://pergamum.anac.gov.br/arquivos/PA2022-7117.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDDF;MA0054;Difusora;SÃO LUÍS;Maranhão;No solo;-2.5247222;-44.290833;"02°31'29.0""S";"044°17'27.0""W";15,0;VFR;VFR;2;Quadrado;18 m;3,00;Concreto;16/09/2024;PA2014-2176;https://pergamum.anac.gov.br/arquivos/PA2014-2176.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDFL;MA0055;Lagoa Corporate;SÃO LUÍS;Maranhão;No solo;-2.5;-44.307778;"02°30'00.0""S";"044°18'28.0""W";59,0;VFR;VFR;7;Quadrado;18 m;3,00;Concreto;29/07/2025;PA2015-1993;https://pergamum.anac.gov.br/arquivos/PA2015-1993.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDYY;MA0056;Business Center Renascença;SÃO LUÍS;Maranhão;No solo;-2.4986111;-44.284722;"02°29'55.0""S";"044°17'05.0""W";70,0;VFR;;2;Quadrado;18 m;3,00;Concreto;13/05/2025;PA2015-1116;https://pergamum.anac.gov.br/arquivos/PA2015-1116.pdf;;;;;;;Privado;62;3;4;Helipontos;
SICE;MA0057;Central Engenharia;SÃO LUÍS;Maranhão;No solo;-2.5352778;-44.299722;"02°32'07.0""S";"044°17'59.0""W";19,0;VFR;;11 29;Quadrado;18 m;3,00;Concreto;09/10/2025;PA2015-2677;https://pergamum.anac.gov.br/arquivos/PA2015-2677.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIQP;MA0058;Pedra Caída;CAROLINA;Maranhão;No solo;-7.0408333;-47.443056;"07°02'27.0""S";"047°26'35.0""W";250,0;VFR;VFR;8;Quadrado;19,5 m;4,00;Concreto;29/01/2025;PA2015-0219;https://pergamum.anac.gov.br/arquivos/PA2015-0219.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAY;MA0059;Alphaville Araçagy;PAÇO DO LUMIAR;Maranhão;No solo;-2.47;-44.173889;"02°28'12.0""S";"044°10'26.0""W";38,0;VFR;;19;Quadrado;21 m;3,00;Concreto;20/01/2027;PA2017-0068;https://pergamum.anac.gov.br/arquivos/PA2017-0068.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEM;MA0060;Marcus Barbosa Empresarial Calhau;SÃO LUÍS;Maranhão;No solo;-2.4930556;-44.274722;"02°29'35.0""S";"044°16'29.0""W";102,0;VFR;VFR;2;Quadrado;18 m;3,00;Concreto;23/08/2026;PA2016-2150;https://pergamum.anac.gov.br/arquivos/PA2016-2150.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJHR;MA0061;Flamboyant;PAÇO DO LUMIAR;Maranhão;No solo;-2.5202778;-44.137222;"02°31'13.0""S";"044°08'14.0""W";38,0;VFR;VFR;6;Quadrado;19,5 m;3,00;Concreto;;;;;;;;;;Privado;62;3;4;Helipontos;
SJIO;MA0062;Tech Office;SÃO LUÍS;Maranhão;No solo;-2.4908333;-44.303056;"02°29'27.0""S";"044°18'11.0""W";76,0;VFR;VFR;17;Quadrado;18 m;3,00;Concreto;31/08/2026;PA2016-2297;https://pergamum.anac.gov.br/arquivos/PA2016-2297.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJPZ;MA0063;Fazenda Santo Antônio;MATINHA;Maranhão;No solo;-3.1161111;-45.012778;"03°06'58.0""S";"045°00'46.0""W";18,0;VFR;;9;Quadrado;18 m;3,00;Grama;26/07/2022;PA2012-1496;https://pergamum.anac.gov.br/arquivos/PA2012-1496.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJQM;MA0064;Fazenda Valor;IGARAPÉ DO MEIO;Maranhão;No solo;-3.6508333;-45.202778;"03°39'03.0""S";"045°12'10.0""W";35,0;VFR;;9;Quadrado;18 m;3,00;Grama;26/07/2022;PA2018-3292;https://pergamum.anac.gov.br/arquivos/PA2018-3292.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJWU;MA0066;Dimensão Indústria;SÃO LUÍS;Maranhão;No solo;-2.6586111;-44.301111;"02°39'31.0""S";"044°18'04.0""W";28,0;VFR;VFR;6 24;Quadrado;20 m;3,00;Concreto;30/06/2025;PA2015-1617;https://pergamum.anac.gov.br/arquivos/PA2015-1617.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNHA;MA0067;Comandante Endeel Gabriel;SÃO LUÍS;Maranhão;No solo;-2.4847222;-44.250833;"02°29'05.9""S";"044°15'03.9""W";38,0;VFR;VFR;20;Quadrado;18 m;3,00;Concreto;16/12/2030;PA2020-3517;https://pergamum.anac.gov.br/arquivos/PA2020-3517.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNTH;MA0068;Fazenda São Francisco;VIANA;Maranhão;No solo;-3.2116667;-45.033333;"03°12'42.0""S";"045°02'00.0""W";6,0;VFR;;2;Quadrado;19,5 m;3,00;Concreto;25/01/2023;PA2013-0233;https://pergamum.anac.gov.br/arquivos/PA2013-0233.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSIV;MA0069;Delta;SÃO JOSÉ DE RIBAMAR;Maranhão;No solo;-2.4777778;-44.183889;"02°28'40.0""S";"044°11'02.0""W";43,0;VFR;VFR;4;Quadrado;18 m;3,00;Grama;16/07/2025;PA2015-1860;https://pergamum.anac.gov.br/arquivos/PA2015-1860.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSSX;MA0070;Sierra Wriskey Victor Romeu;PENALVA;Maranhão;No solo;-3.2658333;-45.181667;"03°15'57.0""S";"045°10'54.0""W";15,0;VFR;;18;Quadrado;18 m;2,00;Concreto;19/11/2022;PA2012-2510;https://pergamum.anac.gov.br/arquivos/PA2012-2510.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSWY;MA0071;Two Towers ;SÃO LUÍS;Maranhão;No solo;-2.4894444;-44.295556;"02°29'22.0""S";"044°17'44.0""W";88,0;VFR;;14;Quadrado;18 m;3,00;Concreto;18/05/2025;PA2015-1177;https://pergamum.anac.gov.br/arquivos/PA2015-1177.pdf;;;;;;;Privado;62;3;4;Helipontos;
SSYG;MA0072;Veja;PAÇO DO LUMIAR;Maranhão;No solo;-2.5252778;-44.125278;"02°31'31.8""S";"044°07'31.7""W";42,0;VFR;VFR;4;Quadrado;19,5 m;4,00;Concreto;23/07/2023;PA2013-1890;https://pergamum.anac.gov.br/arquivos/PA2013-1890.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWFT;MA0073;Office Tower;SÃO LUÍS;Maranhão;No solo;-2.5013889;-44.290833;"02°30'05.0""S";"044°17'27.0""W";70,0;VFR;;1;Quadrado;18 m;3,00;Concreto;20/11/2024;PA2014-2727;https://pergamum.anac.gov.br/arquivos/PA2014-2727.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWLW;MA0074;Grupo Tático Aéreo;SÃO LUÍS;Maranhão;No solo;-2.4963889;-44.279444;"02°29'47.0""S";"044°16'46.0""W";27,0;VFR;VFR;10;Quadrado;19,5 m;6,00;Concreto;09/08/2023;PA2013-2027;https://pergamum.anac.gov.br/arquivos/PA2013-2027.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWSB;MA0075;Fazenda Santa Bárbara;IGARAPÉ DO MEIO;Maranhão;No solo;-3.5886111;-45.095556;"03°35'19.0""S";"045°05'44.0""W";21,0;VFR;;8;Quadrado;19,5 m;3,00;Grama;29/01/2023;PA2013-0261;https://pergamum.anac.gov.br/arquivos/PA2013-0261.pdf;;;;;;;Privado;62;3;4;Helipontos;
SWSR;MA0079;Guará;GODOFREDO VIANA;Maranhão;No solo;-1.2991667;-45.751389;"01°17'57.0""S";"045°45'05.0""W";42,0;VFR;;12;Quadrado;18 m;6,00;Concreto;12/06/2029;PA2019-1729;https://pergamum.anac.gov.br/arquivos/PA2019-1729.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJPY;MA0080;Ilson Mateus Rodrigues Júnior;SÃO JOSÉ DE RIBAMAR;Maranhão;No solo;-2.4686111;-44.200833;"02°28'07.0""S";"044°12'03.0""W";62,0;VFR;VFR;20;Quadrado;21 m;3,00;Concreto;03/07/2029;PA2019-1887;https://pergamum.anac.gov.br/arquivos/PA2019-1887.pdf;;;;;;;Privado;62;3;4;Helipontos;
;MA0116;Fazenda Alegria - H;VITORINO FREIRE;Maranhão;No solo;-4.3344444;-45.359167;"04°20'04.0""S";"045°21'33.0""W";41,0;VFR;Sem Operação;6 24;Quadrado;;3,00;Concreto;11/05/2031;PA2021-4932;https://pergamum.anac.gov.br/arquivos/PA2021-4932.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDAV;MG0211;Quick Alameda das Águas;NOVA LIMA;Minas Gerais;No solo;-20.1725;-43.920278;"20°10'21.0""S";"043°55'13.1""W";1280,0;VFR;VFR;32;Quadrado;20 m;2,60;Grama;03/07/2024;PA2014-1498;https://pergamum.anac.gov.br/arquivos/PA2014-1498.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDBO;MG0212;Morada Nova;INHAÚMA;Minas Gerais;No solo;-19.466389;-44.373056;"19°27'59.0""S";"044°22'23.0""W";738,0;VFR;VFR;23;Quadrado;21 m;5,00;Concreto;21/03/2032;PA2022-7545;https://pergamum.anac.gov.br/arquivos/PA2022-7545.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDCI;MG0213;Quick Fazenda Cachoeira;ESMERALDAS;Minas Gerais;No solo;-19.819167;-44.344167;"19°49'09.0""S";"044°20'39.0""W";744,0;VFR;VFR;21;Quadrado;20 m;2,60;Grama;03/07/2024;PA2014-1495;https://pergamum.anac.gov.br/arquivos/PA2014-1495.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDCT;MG0214;Pequena Tiradentes ;TIRADENTES;Minas Gerais;No solo;-21.128056;-44.169722;"21°07'41.0""S";"044°10'11.0""W";916,0;VFR;VFR;36;Quadrado;29,25 m;12,00;Grama;28/06/2027;PA2017-2014;https://pergamum.anac.gov.br/arquivos/PA2017-2014.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDGV;MG0215;Conde;NOVA LIMA;Minas Gerais;Elevado;-19.994722;-43.952222;"19°59'41.0""S";"043°57'08.0""W";1213,0;VFR;VFR;25;Quadrado;19,5 m;4,00;Concreto;28/03/2032;PA2022-7592;https://pergamum.anac.gov.br/arquivos/PA2022-7592.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDIF;MG0216;Palácio Tiradentes;BELO HORIZONTE;Minas Gerais;Elevado;-19.786667;-43.951667;"19°47'12.0""S";"043°57'06.0""W";837,0;VFR;VFR;18;Quadrado;21 m;6,00;Concreto;18/06/2031;PA2021-5194;https://pergamum.anac.gov.br/arquivos/PA2021-5194.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDLJ;MG0217;Agéo Fazenda Paraopeba;PARAOPEBA;Minas Gerais;No solo;-19.258056;-44.4775;"19°15'29.0""S";"044°28'39.0""W";739,0;VFR;VFR;13;Quadrado;20 m;2,60;Grama;03/07/2024;PA2014-1496;https://pergamum.anac.gov.br/arquivos/PA2014-1496.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDNF;MG0218;Agéo Fazenda Capitão do Mato;NOVA LIMA;Minas Gerais;No solo;-20.160556;-43.923333;"20°09'38.0""S";"043°55'24.0""W";1293,0;VFR;VFR;32;Quadrado;20 m;2,60;Grama;03/07/2024;PA2014-1497;https://pergamum.anac.gov.br/arquivos/PA2014-1497.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDNZ;MG0219;Concórdia Corporate;NOVA LIMA;Minas Gerais;Elevado;-19.983889;-43.945833;"19°59'02.0""S";"043°56'45.0""W";1260,0;VFR;VFR;15 33;Quadrado;19,6 m;4,00;Concreto;22/10/2028;PA2018-3104;https://pergamum.anac.gov.br/arquivos/PA2018-3104.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDTL;MG0220;Hotel Golden Tulip BH;BELO HORIZONTE;Minas Gerais;Elevado;-19.914444;-43.937778;"19°54'52.0""S";"043°56'16.0""W";940,0;VFR;VFR;17;Quadrado;20,6 m;4,30;Concreto;09/10/2027;PA2017-3181;https://pergamum.anac.gov.br/arquivos/PA2017-3181.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDUW;MG0221;Fazenda Sertãozinho;BOTELHOS;Minas Gerais;No solo;-21.643056;-46.345278;"21°38'35.0""S";"046°20'43.0""W";994,0;VFR;VFR;7 25;Quadrado;24 m;9,00;Concreto;31/03/2024;PA2021-4819;https://pergamum.anac.gov.br/arquivos/PA2021-4819.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDYM;MG0222;Mater Dei - Contorno;BELO HORIZONTE;Minas Gerais;Elevado;-19.926944;-43.957778;"19°55'37.0""S";"043°57'28.0""W";945,0;VFR;VFR;9 27;Quadrado;24 m;6,00;Concreto;18/05/2025;PA2015-1169;https://pergamum.anac.gov.br/arquivos/PA2015-1169.pdf;;;;;;;Privado;62;3;4;Helipontos;
SDZJ;MG0223;Fly Green;JAÍBA;Minas Gerais;No solo;-15.283889;-43.831111;"15°17'02.0""S";"043°49'52.0""W";498,0;VFR;;17;Quadrado;18 m;3,00;Concreto;19/07/2027;PA2017-2068;https://pergamum.anac.gov.br/arquivos/PA2017-2068.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIDI;MG0224;Fazenda Cachoeira;CAETÉ;Minas Gerais;No solo;-19.829444;-43.630278;"19°49'46.0""S";"043°37'49.0""W";1075,0;VFR;VFR;10 25;Quadrado;21 m;4,30;Grama;13/10/2031;PA2021-6076;https://pergamum.anac.gov.br/arquivos/PA2021-6076.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIEY;MG0225;Palácio das Mangabeiras;BELO HORIZONTE;Minas Gerais;No solo;-19.953333;-43.912222;"19°57'12.0""S";"043°54'44.0""W";1166,0;VFR;VFR;10 28;Quadrado;21 m;5,00;Concreto;23/07/2023;PA2013-1895;https://pergamum.anac.gov.br/arquivos/PA2013-1895.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIFG;MG0226;Life Center;BELO HORIZONTE;Minas Gerais;Elevado;-19.935278;-43.924444;"19°56'07.0""S";"043°55'28.0""W";1002,0;VFR;VFR;22;Quadrado;18 m;3,00;Concreto;16/09/2031;PA2021-5872;https://pergamum.anac.gov.br/arquivos/PA2021-5872.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIND;MG0227;Radin;SÃO GONÇALO DO SAPUCAÍ;Minas Gerais;Elevado;-21.8925;-45.596111;"21°53'33.0""S";"045°35'46.0""W";870,0;VFR;Sem Operação;10;Quadrado;18,5 m;4,00;Concreto;05/06/2025;PA2015-1336;https://pergamum.anac.gov.br/arquivos/PA2015-1336.pdf;;;;;;;Privado;62;3;4;Helipontos;
SINX;MG0228;Morro do Chapeú ;NOVA LIMA;Minas Gerais;No solo;-20.108889;-43.938889;"20°06'32.0""S";"043°56'20.0""W";1377,0;VFR;VFR;33;Quadrado;20,6 m;4,30;Paralelepípedo;11/06/2025;PA2015-1405;https://pergamum.anac.gov.br/arquivos/PA2015-1405.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIOH;MG0229;Cauê-Ijaci;IJACI;Minas Gerais;No solo;-21.194722;-44.941389;"21°11'41.0""S";"044°56'29.0""W";920,0;VFR;;12;Quadrado;30 m;10,00;Concreto;23/09/2024;PA2016-1953;https://pergamum.anac.gov.br/arquivos/PA2016-1953.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIOY;MG0230;Fazenda Santa Clara;SANTANA DO DESERTO;Minas Gerais;No solo;-21.880556;-43.175833;"21°52'50.0""S";"043°10'33.0""W";589,0;VFR;VFR;33;Quadrado;27,5 m;10,00;Concreto;21/10/2025;PA2015-2812;https://pergamum.anac.gov.br/arquivos/PA2015-2812.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIPS;MG0231;Haras Forum;PEDRO LEOPOLDO;Minas Gerais;No solo;-19.658889;-44.146944;"19°39'32.0""S";"044°08'49.0""W";836,0;VFR;VFR;5;Quadrado;21 m;5,00;Concreto;16/06/2024;PA2014-1404;https://pergamum.anac.gov.br/arquivos/PA2014-1404.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIRE;MG0232;Fazenda Retiro da Lagoa;PARAOPEBA;Minas Gerais;No solo;-19.266111;-44.522222;"19°15'58.0""S";"044°31'20.0""W";721,0;VFR;VFR;20;Quadrado;24 m;4,00;Grama;14/10/2024;PA2014-2405;https://pergamum.anac.gov.br/arquivos/PA2014-2405.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIRL;MG0234;Virginia Lyra;CONCEIÇÃO DAS ALAGOAS;Minas Gerais;No solo;-19.981944;-48.264722;"19°58'55.0""S";"048°15'53.0""W";590,0;VFR;;31;Quadrado;21 m;4,50;Asfalto;13/02/2023;PA2013-0381;https://pergamum.anac.gov.br/arquivos/PA2013-0381.pdf;;;;;;;Privado;62;3;4;Helipontos;
SISC;MG0235;Senador Carlos Lyra;DELTA;Minas Gerais;No solo;-19.956944;-47.768611;"19°57'25.0""S";"047°46'07.0""W";600,0;VFR;;25;Quadrado;21 m;4,50;Concreto;15/05/2023;PA2013-1220;https://pergamum.anac.gov.br/arquivos/PA2013-1220.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIUI;MG0236;ITH;JUIZ DE FORA;Minas Gerais;Elevado;-21.781111;-43.361111;"21°46'52.0""S";"043°21'40.0""W";870,0;VFR;VFR;32;Quadrado;18 m;5,00;Concreto;29/01/2026;PA2016-0182;https://pergamum.anac.gov.br/arquivos/PA2016-0182.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVB;MG0237;Helicentro Zona Sul;BELO HORIZONTE;Minas Gerais;No solo;-19.985556;-43.965;"19°59'08.0""S";"043°57'54.0""W";1111,0;VFR;VFR;16;Quadrado;21 m;5,00;Concreto;14/09/2024;PA2015-2813;https://pergamum.anac.gov.br/arquivos/PA2015-2813.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZV;MG0238;Sada;BETIM;Minas Gerais;No solo;-19.959722;-44.117222;"19°57'35.0""S";"044°07'02.9""W";962,0;VFR;;9;Quadrado;21 m;4,00;Asfalto;31/03/2024;PA2014-0767;https://pergamum.anac.gov.br/arquivos/PA2014-0767.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCV;MG0240;Roots;CAMANDUCAIA;Minas Gerais;No solo;-22.865;-46.036667;"22°51'54.0""S";"046°02'12.0""W";1550,0;VFR;VFR;11;Quadrado;18 m;3,00;Concreto;10/04/2024;PA2019-370;https://pergamum.anac.gov.br/arquivos/PA2019-370.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJGX;MG0241;Gutierrez;SETE LAGOAS;Minas Gerais;No solo;-19.455278;-44.376389;"19°27'19.0""S";"044°22'35.0""W";734,0;VFR;VFR;24;Quadrado;21 m;4,00;Concreto;09/03/2025;PA2015-0590;https://pergamum.anac.gov.br/arquivos/PA2015-0590.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJIM;MG0242;Polícia Militar de Minas Gerais - Juíz de Fora;JUIZ DE FORA;Minas Gerais;No solo;-21.736944;-43.364444;"21°44'13.0""S";"043°21'52.0""W";716,0;VFR;VFR;2 20;Quadrado;25,35 m;4,00;Concreto;24/10/2026;PA2016-2847;https://pergamum.anac.gov.br/arquivos/PA2016-2847.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJLY;MG0243;Helicentro BH;NOVA LIMA;Minas Gerais;No solo;-20.047222;-43.961389;"20°02'50.0""S";"043°57'41.0""W";1341,0;VFR;VFR;13;Quadrado;21 m;4,30;Concreto;29/12/2030;PA2020-3771;https://pergamum.anac.gov.br/arquivos/PA2020-3771.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJSD;MG0244;Mineração Riacho dos Machados;RIACHO DOS MACHADOS;Minas Gerais;No solo;-16.056111;-43.129722;"16°03'22.0""S";"043°07'47.0""W";852,0;VFR;;31;Quadrado;20 m;4,30;Concreto;23/03/2027;PA2017-0838;https://pergamum.anac.gov.br/arquivos/PA2017-0838.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJXD;MG0245;Escarpas;CAPITÓLIO;Minas Gerais;No solo;-20.64;-46.005;"20°38'24.0""S";"046°00'18.0""W";793,0;VFR;Sem Operação;36;Quadrado;18 m;2,00;Concreto;05/07/2031;PA2021-5312;https://pergamum.anac.gov.br/arquivos/PA2021-5312.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJXF;MG0246;Fazenda Coqueiros;FLORESTAL;Minas Gerais;No solo;-19.843611;-44.417222;"19°50'37.0""S";"044°25'02.0""W";765,0;VFR;VFR;29;Quadrado;20 m;4,00;Grama;04/07/2028;PA2018-1957;https://pergamum.anac.gov.br/arquivos/PA2018-1957.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJXN;MG0247;Niquini;BETIM;Minas Gerais;No solo;-19.961667;-44.071667;"19°57'42.0""S";"044°04'18.0""W";1042,0;VFR;;15;Quadrado;18 m;3,00;Concreto;11/06/2025;PA2015-1407;https://pergamum.anac.gov.br/arquivos/PA2015-1407.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNBH;MG0248;Biocor;NOVA LIMA;Minas Gerais;Elevado;-19.981389;-43.944444;"19°58'53.0""S";"043°56'40.0""W";1168,0;VFR;VFR;15 33;Quadrado;24 m;6,00;Concreto;09/09/2023;PA2013-2322;https://pergamum.anac.gov.br/arquivos/PA2013-2322.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNBU;MG0249;Fazenda Alegria;FUNILÂNDIA;Minas Gerais;No solo;-19.359444;-44.056667;"19°21'34.0""S";"044°03'24.0""W";674,0;VFR;VFR;30;Quadrado;20,6 m;4,30;Grama;16/12/2025;PA2015-3311;https://pergamum.anac.gov.br/arquivos/PA2015-3311.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNBY;MG0250;Torre Boulevard;BELO HORIZONTE;Minas Gerais;Elevado;-19.920278;-43.920833;"19°55'13.0""S";"043°55'15.0""W";939,0;VFR;VFR;16 31;Quadrado;21 m;4,50;Concreto;05/12/2023;PA2013-3175;https://pergamum.anac.gov.br/arquivos/PA2013-3175.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNCR;MG0251;Viganó I;BELO HORIZONTE;Minas Gerais;Elevado;-19.963056;-43.955556;"19°57'47.0""S";"043°57'20.0""W";738,0;VFR;VFR;11 35;Quadrado;18 m;2,00;Concreto;25/06/2031;PA2021-5209;https://pergamum.anac.gov.br/arquivos/PA2021-5209.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNHH;MG0252;Helibrás;ITAJUBÁ;Minas Gerais;No solo;-22.43;-45.480833;"22°25'48.0""S";"045°28'51.0""W";842,0;VFR;Sem Operação;2 20;Quadrado;29,25 m;12,00;Concreto;25/02/2031;PA2021-4110;https://pergamum.anac.gov.br/arquivos/PA2021-4110.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNHN;MG0253;EFAI;CONTAGEM;Minas Gerais;No solo;-19.890833;-44.055278;"19°53'27.0""S";"044°03'19.0""W";888,0;VFR;VFR;14;Quadrado;21 m;5,00;Concreto;21/07/2031;PA2021-5450;https://pergamum.anac.gov.br/arquivos/PA2021-5450.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNHT;MG0254;Togni;POÇOS DE CALDAS;Minas Gerais;No solo;-21.780278;-46.597778;"21°46'49.0""S";"046°35'52.0""W";1190,0;VFR;Sem Operação;6;Quadrado;18 m;2,00;Grama;03/12/2030;PA2020-3132;https://pergamum.anac.gov.br/arquivos/PA2020-3132.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNIQ;MG0255;Morro do Ouro II;PARACATU;Minas Gerais;No solo;-17.1775;-46.878889;"17°10'39.6""S";"046°52'44.3""W";730,0;VFR;;16 25;Quadrado;18 m;3,00;Concreto;10/03/2024;PA2014-0528;https://pergamum.anac.gov.br/arquivos/PA2014-0528.pdf;;;;;;;Privado;62;3;4;Helipontos;
SNJX;MG0256;Hospital Monte Sinai;JUIZ DE FORA;Minas Gerais;Elevado;-21.781111;-43.364722;"21°46'52.0""S";"043°21'53.0""W";817,0;VFR;VFR;9;Quadrado;18 m;3,00;Concreto;21/09/2027;PA2017-3036;https://pergamum.anac.gov.br/arquivos/PA2017-3036.pdf;;;;;;;Privado;62;3;4;Helipontos;
