"geometriaa","tipovia","jurisdicao","administra","concession","revestimen","operaciona","situacaofi","canteirodi","nrpistas","nrfaixas","trafego","tipopavime","sigla","acostament","codtrechor","limitevelo","emperimetr","categoria","parent_id","name","label","id"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MG-260                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MG-260                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Revestimento primário (solto)                                                   ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","TO-424                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","TO-424                                            ","27"
"Não                                                                             ","Autoestrada                                                                     ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Desconhecida                                                                    ","Não                                                                             ","2","4","Permanente                                                                      ","Desconhecido                                                                    ","SP-326                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-326                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Privada                                                                         ","Rodovia das Colinas                                                                                 ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-075                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-075                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-461                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-461                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-127                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-127                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-109/008                 ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-109/008                                        ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-127                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-127                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-527                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-527                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Revestimento primário (solto)                                                   ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","LMG-623                    ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","LMG-623                                           ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","PR-569                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","PR-569                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Revestimento primário (solto)                                                   ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MG-214                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MG-214                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-077                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-077                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-320                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-320                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-331                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-331                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MA-201                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MA-201                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MA-201                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MA-201                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","2","4","Permanente                                                                      ","Desconhecido                                                                    ","SP-066                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-066                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-127                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-127                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-127                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-127                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MG-184                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MG-184                                            ","27"
"Sim                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Sim                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","RJ-102                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","RJ-102                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Desconhecida                                                                    ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Sim                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SC-473                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SC-473                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Federal                                                                         ","                                                                                                    ","Sem revestimento (leito natural)                                                ","Sim                                                                             ","Construída                                                                      ","Sim                                                                             ","1","2","Periódico                                                                       ","Desconhecido                                                                    ","BR-472                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","BR-472                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","SP-127                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","SP-127                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MG-329                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MG-329                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","                           ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","                                                  ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","BR-482 / MGC-482           ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","BR-482 / MGC-482                                  ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Estadual/Distrital                                                              ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Não                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","MG-211                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","MG-211                                            ","27"
"Não                                                                             ","Rodovia                                                                         ","Estadual/Distrital                                                              ","Federal                                                                         ","                                                                                                    ","Pavimentado                                                                     ","Sim                                                                             ","Construída                                                                      ","Sim                                                                             ","1","2","Permanente                                                                      ","Desconhecido                                                                    ","BR-293                     ","                                                                                ","                         ","","                                                                                ","3","8","Rodovia Estadual                                  ","BR-293                                            ","27"
